Time(s)	TrafficType	Size(Bytes)	numb_flow
81.1199	video	147	1
81.1212	video	101	1
81.1219	video	44	1
81.1232	gaming	100	1
81.124	video	50	1
81.125	video	75	1
81.1258	voip	40	1
81.1265	voip	40	1
81.133	gaming	158	2
81.1386	video	60	1
81.1398	video	98	1
81.1412	video	119	1
81.1429	video	155	1
81.1436	voip	40	1
81.1455	video	183	1
81.1465	video	65	1
81.1621	gaming	137	1
81.1677	video	51	1
81.1921	voip	40	1
81.2457	gaming	163	2
81.2653	voip	40	1
81.2716	gaming	139	1
81.2722	voip	15	2
81.2918	voip	40	1
81.3073	gaming	115	2
81.3222	voip	40	1
81.3325	video	56	1
81.335	video	250	1
81.3364	video	119	1
81.3378	video	121	1
81.3385	video	44	1
81.3396	video	76	1
81.3403	video	42	1
81.3414	video	80	1
81.343	video	149	1
81.344	video	71	1
81.3452	gaming	85	1
81.3459	voip	40	1
81.3467	voip	40	1
81.3486	gaming	183	2
81.3589	video	55	1
81.3598	video	65	1
81.3608	video	72	1
81.3618	video	65	1
81.3637	video	188	1
81.3653	video	146	1
81.3666	gaming	102	1
81.3681	video	141	1
81.3689	video	42	1
81.3709	video	194	1
81.3718	video	65	1
81.3726	voip	40	1
81.3733	voip	40	1
81.3746	gaming	104	2
81.3799	voip	15	2
81.4107	gaming	256	1
81.4209	voip	40	1
81.4506	gaming	120	2
81.4647	ftp	5360	1
81.4796	voip	40	1
81.4891	ftp	1072	1
81.4938	ftp	6432	1
81.505	gaming	170	1
81.5058	voip	40	1
81.5247	ftp	9648	1
81.5255	video	51	1
81.5263	video	41	1
81.5272	video	67	1
81.5297	video	250	1
81.5306	video	61	1
81.533	video	250	1
81.5339	video	57	1
81.5351	video	90	1
81.5374	video	239	1
81.5391	gaming	161	2
81.5399	voip	40	1
81.5406	voip	40	1
81.5418	gaming	88	1
81.5426	video	50	1
81.5439	video	113	1
81.5464	video	250	1
81.5469	voip	15	2
81.5477	video	41	1
81.5486	video	59	1
81.551	video	250	1
81.552	video	70	1
81.5528	video	50	1
81.5553	video	250	1
81.557	gaming	167	2
81.5578	voip	40	1
81.5585	voip	40	1
81.56	gaming	130	1
81.5655	voip	40	1
81.5672	gaming	159	2
81.5776	video	66	1
81.5784	video	51	1
81.5831	ftp	2680	1
81.5839	voip	40	1
81.5981	ftp	1608	1
81.6028	ftp	5360	1
81.6358	ftp	9648	1
81.6418	gaming	100	1
81.657	gaming	82	2
81.6578	voip	40	1
81.6861	ftp	3752	1
81.6965	video	63	1
81.7012	ftp	3752	1
81.7036	video	250	1
81.7138	voip	40	1
81.716	video	225	1
81.7177	gaming	149	1
81.7248	video	250	1
81.7259	video	79	1
81.7279	gaming	204	2
81.7287	voip	40	1
81.7295	video	44	1
81.7303	video	49	1
81.7309	voip	15	2
81.7319	video	82	1
81.733	video	72	1
81.7337	video	43	1
81.7362	video	250	1
81.7378	gaming	149	1
81.748	voip	40	1
81.7487	voip	40	1
81.75	video	108	1
81.752	gaming	190	2
81.7532	video	102	1
81.7546	video	122	1
81.7556	video	71	1
81.7564	voip	40	1
81.7574	video	79	1
81.7584	video	68	1
81.7593	video	50	1
81.7651	video	82	1
81.7664	video	112	1
81.768	gaming	141	1
81.7781	voip	40	1
81.7949	gaming	269	2
81.8381	voip	40	1
81.9002	voip	40	1
81.9061	gaming	86	1
81.9255	voip	15	2
81.9271	gaming	146	2
81.9279	voip	40	1
81.9432	video	93	1
81.9456	video	245	1
81.9465	video	60	1
81.9489	video	250	1
81.9504	video	124	1
81.9514	gaming	71	1
81.9521	voip	40	1
81.9545	video	250	1
81.9562	gaming	160	2
81.957	voip	40	1
81.9578	video	49	1
81.9603	video	250	1
81.9708	video	78	1
81.9715	voip	40	1
81.9723	video	41	1
81.9739	gaming	149	1
81.9747	video	42	1
81.9754	video	41	1
81.9762	video	50	1
81.9773	video	78	1
81.9781	video	40	1
81.9793	gaming	96	2
81.9817	video	250	1
81.9841	video	250	1
81.999	voip	40	1
81.9998	video	44	1
82.0008	video	66	1
82.0015	voip	40	1
82.0032	video	150	1
82.0376	gaming	122	1
82.0382	voip	15	2
82.0625	voip	40	1
82.0781	gaming	123	2
82.1166	voip	40	1
82.1323	gaming	143	1
82.1378	voip	40	1
82.145	video	250	1
82.1514	gaming	166	2
82.1522	video	47	1
82.1537	video	126	1
82.1544	voip	40	1
82.1607	gaming	141	1
82.1615	video	42	1
82.1686	video	250	1
82.1694	video	40	1
82.1718	video	250	1
82.1731	video	102	1
82.1739	video	55	1
82.1748	video	47	1
82.1758	video	71	1
82.1768	video	71	1
82.1776	video	46	1
82.1783	voip	40	1
82.1791	voip	40	1
82.1824	gaming	367	2
82.1838	gaming	122	1
82.1844	voip	15	2
82.195	video	94	1
82.1956	voip	15	1
82.2068	video	177	1
82.2083	gaming	126	2
82.2091	video	43	1
82.2114	video	234	1
82.2127	video	117	1
82.2138	video	73	1
82.2199	gaming	124	1
82.2208	video	54	1
82.3262	gaming	143	1
82.3277	gaming	139	2
82.3719	video	164	1
82.3776	video	62	1
82.3831	video	43	1
82.3884	voip	15	2
82.3908	video	250	1
82.3973	gaming	167	1
82.3986	gaming	112	2
82.3992	voip	15	1
82.4	video	54	1
82.4008	video	49	1
82.4018	video	64	1
82.4035	video	162	1
82.4044	video	54	1
82.4052	video	49	1
82.4076	video	250	1
82.4131	video	41	1
82.4195	gaming	157	2
82.4259	gaming	149	1
82.4268	video	58	1
82.4276	video	51	1
82.4286	video	68	1
82.4298	video	98	1
82.4309	video	78	1
82.4411	video	41	1
82.4661	video	128	1
82.481	video	41	1
82.4869	gaming	95	2
82.4881	gaming	96	1
82.5076	voip	15	2
82.5176	voip	15	1
82.5189	gaming	114	2
82.5297	gaming	109	1
82.56	video	194	1
82.5656	video	66	1
82.5763	gaming	96	2
82.5819	video	56	1
82.5842	gaming	234	1
82.5944	video	45	1
82.6063	video	250	1
82.6074	video	81	1
82.6129	video	42	1
82.62	video	250	1
82.6302	video	43	1
82.6318	video	139	1
82.6385	video	200	1
82.6488	video	49	1
82.6545	video	70	1
82.6605	gaming	111	1
82.6622	gaming	150	2
82.6677	video	43	1
82.6748	video	250	1
82.6763	video	133	1
82.6912	video	43	1
82.6918	voip	15	2
82.6926	video	48	1
82.6932	voip	15	1
82.6986	video	40	1
82.7095	gaming	120	1
82.7108	gaming	106	2
82.7118	video	73	1
82.7507	gaming	93	1
82.7649	ftp	536	1
82.7665	gaming	156	2
82.7674	video	51	1
82.7682	video	52	1
82.7691	video	56	1
82.7704	gaming	107	1
82.7715	video	79	1
82.7723	video	45	1
82.7731	video	46	1
82.7743	gaming	105	2
82.7752	video	54	1
82.7759	voip	40	2
82.7772	video	106	1
82.7778	voip	15	1
82.7786	video	50	1
82.7794	video	42	1
82.7806	video	95	1
82.7814	video	48	1
82.7821	voip	40	2
82.7834	video	103	1
82.785	gaming	142	1
82.7862	video	102	1
82.7876	video	122	1
82.7884	voip	40	2
82.7892	video	44	1
82.7914	video	233	1
82.7927	gaming	103	2
82.7937	video	74	1
82.7952	video	126	1
82.7959	voip	40	2
82.7968	video	62	1
82.798	gaming	88	1
82.7987	voip	40	2
82.8	gaming	99	2
82.8007	voip	40	2
82.8022	gaming	135	1
82.803	voip	40	2
82.8035	voip	15	1
82.806	video	250	1
82.8067	voip	40	2
82.8079	video	96	1
82.8087	video	47	1
82.8096	video	59	1
82.8118	gaming	218	2
82.8126	video	41	1
82.8141	gaming	137	1
82.815	video	59	1
82.8157	voip	40	2
82.8166	video	48	1
82.819	video	250	1
82.8237	ftp	13400	1
82.8284	ftp	15008	1
82.8309	video	250	1
82.8316	video	40	1
82.834	video	250	1
82.8348	voip	40	2
82.8364	video	148	1
82.8376	video	100	1
82.8384	video	43	1
82.8399	gaming	129	2
82.8423	video	250	1
82.8431	voip	40	2
82.8452	video	218	1
82.8464	video	86	1
82.8472	video	50	1
82.8496	gaming	245	1
82.8516	video	194	1
82.8563	ftp	96480	1
82.861	ftp	536	1
82.8657	ftp	536	1
82.8705	ftp	536	1
82.8752	ftp	536	1
82.8799	ftp	536	1
82.8846	ftp	536	1
82.8893	ftp	536	1
82.8941	ftp	536	1
82.8988	ftp	536	1
82.9035	ftp	536	1
82.9082	ftp	536	1
82.9101	ftp	176	1
82.9148	ftp	536	1
82.9195	ftp	536	1
82.9242	ftp	536	1
82.9289	ftp	536	1
82.9337	ftp	536	1
82.9384	ftp	536	1
82.9431	ftp	536	1
82.9478	ftp	536	1
82.9525	ftp	536	1
82.9573	ftp	536	1
82.962	ftp	536	1
82.9667	ftp	536	1
82.9714	ftp	536	1
82.9761	ftp	536	1
82.9809	ftp	536	1
82.9856	ftp	536	1
82.9903	ftp	536	1
82.995	ftp	536	1
82.9997	ftp	536	1
83.0045	ftp	536	1
83.0092	ftp	536	1
83.0139	ftp	536	1
83.0186	ftp	536	1
83.0233	ftp	536	1
83.0274	ftp	448	1
83.0321	ftp	536	1
83.0368	ftp	536	1
83.0415	ftp	536	1
83.0462	ftp	536	1
83.051	ftp	536	1
83.0557	ftp	536	1
83.0604	ftp	536	1
83.0651	ftp	536	1
83.0698	ftp	536	1
83.0746	ftp	536	1
83.0793	ftp	536	1
83.084	ftp	536	1
83.0887	ftp	536	1
83.0934	ftp	536	1
83.0982	ftp	536	1
83.1029	ftp	536	1
83.1076	ftp	536	1
83.1086	video	78	1
83.1094	voip	40	2
83.1111	gaming	162	2
83.1158	ftp	536	1
83.1166	voip	40	2
83.1213	ftp	536	1
83.126	ftp	536	1
83.1308	ftp	536	1
83.1321	gaming	116	1
83.1327	voip	15	1
83.1374	ftp	536	1
83.1421	ftp	536	1
83.1468	ftp	536	1
83.1516	ftp	536	1
83.1563	ftp	536	1
83.161	ftp	536	1
83.1617	voip	40	2
83.1665	ftp	536	1
83.1712	ftp	536	1
83.1759	ftp	536	1
83.1806	ftp	536	1
83.1853	ftp	536	1
83.1901	ftp	536	1
83.1913	gaming	98	2
83.196	ftp	536	1
83.2007	ftp	536	1
83.2054	ftp	536	1
83.2062	voip	40	2
83.2083	gaming	205	1
83.213	ftp	536	1
83.2177	ftp	536	1
83.2224	ftp	536	1
83.2271	ftp	536	1
83.2319	ftp	536	1
83.2366	ftp	536	1
83.2375	video	64	1
83.2383	video	42	1
83.2398	video	129	1
83.2445	ftp	536	1
83.2492	ftp	536	1
83.2539	ftp	536	1
83.2547	voip	40	2
83.2561	video	128	1
83.258	video	174	1
83.2627	ftp	536	1
83.2674	ftp	536	1
83.2721	ftp	536	1
83.2768	ftp	536	1
83.2816	ftp	536	1
83.2863	ftp	536	1
83.2885	video	219	1
83.2896	gaming	85	2
83.2903	voip	40	2
83.295	ftp	536	1
83.2998	ftp	536	1
83.3045	ftp	536	1
83.3061	gaming	146	1
83.3074	video	116	1
83.3122	ftp	536	1
83.3169	ftp	536	1
83.3216	ftp	536	1
83.3224	video	46	1
83.3271	ftp	536	1
83.3318	ftp	536	1
83.3366	ftp	536	1
83.3377	video	89	1
83.3385	voip	40	2
83.3409	video	250	1
83.3456	ftp	536	1
83.3503	ftp	536	1
83.355	ftp	536	1
83.3559	video	50	1
83.3606	ftp	536	1
83.3653	ftp	536	1
83.37	ftp	536	1
83.3711	video	79	1
83.3735	video	250	1
83.3783	ftp	536	1
83.383	ftp	536	1
83.3877	ftp	536	1
83.3884	voip	40	2
83.3932	ftp	536	1
83.3979	ftp	536	1
83.3996	gaming	163	1
83.4021	video	250	1
83.4028	video	43	1
83.4036	video	44	1
83.4046	video	64	1
83.406	gaming	125	2
83.4065	voip	15	1
83.4073	voip	40	2
83.412	ftp	536	1
83.4167	ftp	536	1
83.4175	video	45	1
83.4195	video	197	1
83.4208	gaming	98	1
83.4216	video	57	1
83.4224	voip	40	2
83.4237	gaming	110	2
83.4245	voip	40	2
83.4292	ftp	536	1
83.4339	ftp	536	1
83.4386	ftp	536	1
83.4433	ftp	536	1
83.4481	ftp	536	1
83.4528	ftp	536	1
83.4575	ftp	536	1
83.4582	voip	40	2
83.463	ftp	536	1
83.4677	ftp	536	1
83.4724	ftp	536	1
83.4771	ftp	536	1
83.4818	ftp	536	1
83.4866	ftp	536	1
83.4879	gaming	118	1
83.4887	voip	40	2
83.4897	gaming	69	2
83.4906	video	56	1
83.5008	video	45	1
83.5032	video	250	1
83.5048	video	139	1
83.5056	video	45	1
83.5063	voip	40	2
83.5069	voip	15	1
83.5081	video	100	1
83.5105	video	245	1
83.5112	voip	40	2
83.5124	gaming	90	1
83.5136	video	101	1
83.5146	video	68	1
83.5154	video	44	1
83.5178	video	250	1
83.5203	video	250	1
83.5216	video	115	1
83.5227	gaming	83	2
83.5235	voip	40	2
83.5387	video	79	1
83.5397	video	71	1
83.5404	voip	40	2
83.5413	video	51	1
83.5473	gaming	112	1
83.5482	video	62	1
83.5494	video	89	1
83.5518	video	250	1
83.5528	video	71	1
83.554	gaming	96	2
83.5595	voip	40	2
83.5838	voip	40	2
83.6038	gaming	75	1
83.6045	voip	40	2
83.6199	gaming	97	2
83.6252	voip	15	1
83.6306	voip	40	2
83.655	video	42	1
83.656	video	66	1
83.6568	video	48	1
83.658	video	102	1
83.6589	video	58	1
83.6597	voip	40	2
83.6611	gaming	121	1
83.6623	gaming	102	2
83.6883	video	250	1
83.6894	video	75	1
83.6902	video	50	1
83.6924	video	215	1
83.6931	voip	40	2
83.7049	video	245	1
83.7108	video	86	1
83.7164	video	60	1
83.7172	voip	40	2
83.7185	gaming	117	1
83.7207	gaming	212	2
83.7231	video	250	1
83.724	video	60	1
83.7248	video	40	1
83.7268	video	204	1
83.7288	video	195	1
83.7349	video	119	1
83.7357	video	45	1
83.7459	voip	40	2
83.7468	video	54	1
83.7475	voip	40	2
83.7583	gaming	108	1
83.7834	gaming	137	2
83.7887	voip	15	1
83.8036	voip	40	2
83.8562	voip	40	2
83.9009	gaming	213	2
83.9016	voip	40	2
83.9029	gaming	103	1
83.917	ftp	1608	1
83.9179	video	55	1
83.9186	video	40	1
83.9211	video	250	1
83.9224	video	109	1
83.9231	voip	40	2
83.935	video	248	1
83.9359	video	63	1
83.9378	gaming	175	2
83.9385	voip	40	2
83.9396	video	83	1
83.9408	gaming	97	1
83.9527	video	250	1
83.9534	voip	40	2
83.9546	video	85	1
83.9554	video	49	1
83.9578	video	250	1
83.9586	video	48	1
83.9689	video	48	1
83.9804	video	206	1
83.9817	video	114	1
83.9823	voip	15	1
83.983	voip	40	2
83.9843	gaming	108	1
83.9856	gaming	106	2
83.9912	video	56	1
83.992	video	43	1
83.9992	video	250	1
84.0006	video	129	1
84.0014	voip	40	2
84.0116	video	51	1
84.0313	voip	40	2
84.0325	gaming	97	1
84.044	gaming	200	2
84.0447	voip	40	2
84.0643	voip	40	2
84.0753	gaming	135	1
84.0775	gaming	220	2
84.083	voip	40	2
84.0885	video	51	1
84.0943	video	79	1
84.105	video	106	1
84.1106	video	59	1
84.1112	voip	15	1
84.112	voip	40	2
84.1176	video	59	1
84.1231	video	41	1
84.13	video	229	1
84.1309	video	50	1
84.1368	video	97	1
84.1424	video	52	1
84.1478	voip	40	2
84.1492	gaming	114	2
84.1503	gaming	90	1
84.1512	video	50	1
84.152	video	45	1
84.1527	video	40	1
84.1535	video	44	1
84.1543	video	44	1
84.1555	video	99	1
84.1564	video	56	1
84.1622	video	86	1
84.1677	voip	40	2
84.1684	voip	40	2
84.1693	video	52	1
84.1709	video	149	1
84.173	gaming	202	2
84.1751	gaming	216	1
84.1995	voip	40	2
84.2474	voip	40	2
84.268	gaming	160	2
84.2697	gaming	154	1
84.2704	voip	40	2
84.271	voip	15	1
84.2906	voip	40	2
84.2916	video	65	1
84.2971	video	48	1
84.3026	video	44	1
84.3133	video	97	1
84.3157	video	250	1
84.3168	gaming	79	1
84.323	gaming	141	2
84.3238	voip	40	2
84.3246	video	49	1
84.3301	video	44	1
84.331	video	57	1
84.3319	video	56	1
84.3425	video	97	1
84.348	video	41	1
84.3488	voip	40	2
84.3559	video	250	1
84.3616	video	69	1
84.3632	video	140	1
84.364	video	54	1
84.3699	gaming	89	2
84.3755	video	55	1
84.3762	voip	40	2
84.3783	gaming	203	1
84.3791	video	43	1
84.3847	video	57	1
84.3949	video	47	1
84.3957	voip	40	2
84.3969	video	101	1
84.4124	gaming	116	2
84.4226	voip	40	2
84.4279	voip	15	1
84.4296	gaming	159	1
84.4398	voip	40	2
84.4547	voip	40	2
84.4609	gaming	128	2
84.4668	gaming	98	1
84.4782	video	187	1
84.4884	voip	40	2
84.4891	video	40	1
84.4949	video	74	1
84.4957	video	43	1
84.5012	video	48	1
84.5115	video	51	1
84.5122	voip	40	2
84.5185	gaming	138	2
84.5294	video	133	1
84.5354	video	109	1
84.5371	gaming	147	1
84.5382	video	83	1
84.5436	voip	40	2
84.5492	video	54	1
84.5547	video	44	1
84.5654	gaming	108	2
84.5662	voip	40	2
84.567	video	44	1
84.5694	video	250	1
84.57	voip	15	1
84.5755	video	43	1
84.5763	video	45	1
84.5784	gaming	208	1
84.584	video	64	1
84.5848	video	40	1
84.5856	video	44	1
84.5863	voip	40	2
84.5921	video	86	1
84.6028	video	103	1
84.6139	gaming	146	2
84.6146	voip	40	2
84.6255	gaming	123	1
84.631	voip	40	2
84.6553	voip	40	2
84.6566	gaming	112	2
84.6768	gaming	106	1
84.6776	voip	40	2
84.6925	video	44	1
84.6935	video	75	1
84.7041	video	91	1
84.7055	video	115	1
84.711	voip	40	2
84.7129	video	189	1
84.7139	video	73	1
84.7208	gaming	217	2
84.7219	video	82	1
84.7226	voip	40	1
84.7283	video	65	1
84.7343	gaming	100	1
84.7367	video	250	1
84.7422	voip	40	2
84.748	video	84	1
84.7535	voip	40	1
84.7543	video	52	1
84.7701	video	149	1
84.7708	voip	40	2
84.7716	video	42	1
84.7724	video	48	1
84.7787	gaming	135	2
84.7796	video	59	1
84.7803	voip	40	1
84.7916	video	171	1
84.7971	video	44	1
84.7986	gaming	138	1
84.7994	voip	40	2
84.8003	video	61	1
84.8105	voip	40	1
84.8165	video	114	1
84.819	video	249	1
84.8291	voip	40	2
84.8305	gaming	116	2
84.836	voip	40	1
84.8462	voip	40	2
84.8521	gaming	92	1
84.8528	voip	40	1
84.8677	voip	40	2
84.8779	voip	40	1
84.8839	gaming	107	2
84.8941	voip	40	2
84.9008	gaming	196	1
84.9063	voip	40	1
84.912	video	73	1
84.9129	video	54	1
84.9184	video	49	1
84.9239	voip	40	2
84.9342	video	46	1
84.9349	voip	40	1
84.9404	video	40	1
84.9469	gaming	173	2
84.9477	video	48	1
84.9549	video	250	1
84.9556	voip	40	2
84.964	video	147	1
84.9648	voip	40	1
84.9657	video	65	1
84.9719	gaming	129	1
84.9734	video	141	1
84.9799	video	167	1
84.9807	voip	40	2
84.9815	video	50	1
84.9824	video	55	1
84.9891	video	193	1
84.9898	voip	40	1
85.0002	video	56	1
85.001	video	52	1
85.0065	voip	40	2
85.0076	video	83	1
85.0147	video	250	1
85.0159	gaming	89	2
85.0166	voip	40	1
85.028	video	193	1
85.0335	video	44	1
85.0349	gaming	113	1
85.0356	voip	40	2
85.0411	voip	40	1
85.056	voip	40	2
85.0576	gaming	148	2
85.0678	voip	40	1
85.078	voip	40	2
85.08	gaming	189	1
85.0902	voip	40	1
85.1051	voip	40	2
85.1153	voip	40	1
85.1217	gaming	157	2
85.1226	video	61	1
85.1332	video	94	1
85.134	voip	40	2
85.1407	gaming	199	1
85.1421	video	122	1
85.1476	voip	40	1
85.1536	video	105	1
85.156	video	250	1
85.1662	voip	40	2
85.1686	video	250	1
85.1741	voip	40	1
85.1788	ftp	2680	1
85.1798	video	67	1
85.1808	video	75	1
85.1828	gaming	191	2
85.1835	voip	40	2
85.1851	video	142	1
85.1863	gaming	99	1
85.1874	video	76	1
85.1885	video	86	1
85.1895	video	68	1
85.1902	voip	40	1
85.1916	video	124	1
85.193	video	119	1
85.1938	voip	40	2
85.1946	video	48	1
85.1954	video	51	1
85.1962	voip	40	1
85.1972	video	78	1
85.1981	video	49	1
85.1995	video	122	1
85.201	video	137	1
85.2031	gaming	210	2
85.2039	voip	40	2
85.2053	gaming	121	1
85.206	voip	40	1
85.2068	voip	40	2
85.2075	voip	40	1
85.2091	gaming	143	2
85.2098	voip	40	2
85.2112	gaming	121	1
85.212	voip	40	1
85.2128	voip	40	2
85.2135	voip	40	1
85.2143	video	40	1
85.215	video	41	1
85.2158	voip	40	2
85.2179	gaming	209	1
85.2187	video	51	1
85.2195	voip	40	1
85.2207	gaming	102	2
85.2216	video	51	1
85.2223	voip	40	2
85.2232	video	54	1
85.2242	video	76	1
85.225	voip	40	1
85.226	video	75	1
85.2273	video	105	1
85.228	voip	40	2
85.2288	video	45	1
85.2296	voip	40	1
85.2308	gaming	107	1
85.2333	video	250	1
85.2344	video	91	1
85.236	gaming	144	2
85.2368	voip	40	2
85.2388	video	197	1
85.2395	voip	40	1
85.2443	ftp	5360	1
85.249	ftp	122944	1
85.2537	ftp	536	1
85.2584	ftp	536	1
85.2631	ftp	536	1
85.2679	ftp	536	1
85.2686	video	43	1
85.2699	video	106	1
85.2707	voip	40	2
85.2715	video	54	1
85.2723	voip	40	1
85.2742	gaming	183	1
85.275	video	54	1
85.2775	video	250	1
85.2794	video	185	1
85.2808	video	122	1
85.2815	voip	40	2
85.2828	gaming	99	2
85.2837	video	65	1
85.2845	voip	40	1
85.2882	ftp	416	1
85.293	ftp	536	1
85.2977	ftp	536	1
85.3024	ftp	536	1
85.3071	ftp	536	1
85.3118	ftp	536	1
85.3166	ftp	536	1
85.3213	ftp	536	1
85.326	ftp	536	1
85.3307	ftp	536	1
85.3335	ftp	296	1
85.3343	voip	40	2
85.339	ftp	536	1
85.3397	voip	40	1
85.3445	ftp	536	1
85.3492	ftp	536	1
85.3539	ftp	536	1
85.3586	ftp	536	1
85.3601	gaming	132	1
85.3648	ftp	536	1
85.3695	ftp	536	1
85.3743	ftp	536	1
85.379	ftp	536	1
85.3797	voip	40	2
85.3807	gaming	65	2
85.3814	voip	40	1
85.3862	ftp	536	1
85.3909	ftp	536	1
85.3956	ftp	536	1
85.4003	ftp	536	1
85.4011	voip	40	2
85.4058	ftp	536	1
85.4105	ftp	536	1
85.4152	ftp	536	1
85.42	ftp	536	1
85.4207	voip	40	1
85.4254	ftp	536	1
85.4301	ftp	536	1
85.4349	ftp	536	1
85.4396	ftp	536	1
85.4406	gaming	71	1
85.4453	ftp	536	1
85.45	ftp	536	1
85.4547	ftp	536	1
85.4595	ftp	536	1
85.4603	video	53	1
85.4611	voip	40	2
85.4658	ftp	536	1
85.4705	ftp	536	1
85.4752	ftp	536	1
85.48	ftp	536	1
85.4824	video	250	1
85.4845	gaming	210	2
85.4852	voip	40	1
85.49	ftp	536	1
85.4947	ftp	536	1
85.4994	ftp	536	1
85.5004	video	70	1
85.5051	ftp	536	1
85.5098	ftp	536	1
85.5146	ftp	536	1
85.5193	ftp	536	1
85.52	voip	40	2
85.5208	video	40	1
85.5255	ftp	536	1
85.5302	ftp	536	1
85.5349	ftp	536	1
85.5397	ftp	536	1
85.541	video	113	1
85.5416	voip	15	1
85.5425	video	70	1
85.5473	ftp	536	1
85.552	ftp	536	1
85.5567	ftp	536	1
85.5614	ftp	536	1
85.5639	video	250	1
85.5646	voip	40	2
85.5693	ftp	536	1
85.574	ftp	536	1
85.5751	video	78	1
85.577	gaming	178	1
85.5817	ftp	536	1
85.5864	ftp	536	1
85.5878	gaming	122	2
85.5886	video	42	1
85.5897	video	85	1
85.5944	ftp	536	1
85.5991	ftp	536	1
85.6	video	58	1
85.6008	voip	40	2
85.6017	video	62	1
85.6029	video	90	1
85.6076	ftp	536	1
85.6123	ftp	536	1
85.6145	video	221	1
85.6192	ftp	536	1
85.6239	ftp	536	1
85.6249	video	64	1
85.6296	ftp	536	1
85.6343	ftp	536	1
85.6351	voip	40	2
85.636	video	63	1
85.637	video	73	1
85.6417	ftp	536	1
85.6465	ftp	536	1
85.6483	gaming	173	1
85.6497	gaming	118	2
85.6514	video	163	1
85.6561	ftp	536	1
85.6608	ftp	536	1
85.6621	video	108	1
85.6646	video	250	1
85.6653	voip	40	2
85.67	ftp	536	1
85.6748	ftp	536	1
85.6795	ftp	536	1
85.6842	ftp	536	1
85.6889	ftp	536	1
85.6936	ftp	536	1
85.6984	ftp	536	1
85.6989	voip	15	2
85.7036	ftp	536	1
85.7083	ftp	536	1
85.7096	gaming	100	2
85.7143	ftp	536	1
85.719	ftp	536	1
85.7208	gaming	174	1
85.7256	ftp	536	1
85.7303	ftp	536	1
85.7308	voip	15	1
85.7356	ftp	536	1
85.7403	ftp	536	1
85.745	ftp	536	1
85.7497	ftp	536	1
85.7544	ftp	536	1
85.7592	ftp	536	1
85.7616	video	250	1
85.7663	ftp	536	1
85.771	ftp	536	1
85.7722	video	97	1
85.7739	gaming	156	1
85.7747	video	45	1
85.7794	ftp	536	1
85.7841	ftp	536	1
85.7889	ftp	536	1
85.7913	video	250	1
85.7929	gaming	149	2
85.7976	ftp	536	1
85.8024	ftp	536	1
85.8032	video	53	1
85.8041	video	52	1
85.8056	video	144	1
85.8065	video	52	1
85.8112	ftp	536	1
85.8159	ftp	536	1
85.8173	video	117	1
85.8184	video	77	1
85.8202	video	180	1
85.8249	ftp	536	1
85.8297	ftp	536	1
85.8305	video	52	1
85.832	video	136	1
85.8368	ftp	536	1
85.8415	ftp	536	1
85.8423	video	53	1
85.8437	gaming	122	2
85.8462	video	250	1
85.8471	video	64	1
85.8518	ftp	536	1
85.8566	ftp	536	1
85.8584	gaming	175	1
85.8605	video	213	1
85.8614	video	61	1
85.8623	video	54	1
85.867	ftp	536	1
85.8717	ftp	536	1
85.8723	voip	15	2
85.8732	video	60	1
85.8779	ftp	536	1
85.8826	ftp	536	1
85.8874	ftp	536	1
85.8921	ftp	536	1
85.8937	gaming	142	1
85.8984	ftp	536	1
85.9031	ftp	536	1
85.9036	voip	15	1
85.9053	gaming	150	2
85.91	ftp	536	1
85.9147	ftp	536	1
85.9194	ftp	536	1
85.9242	ftp	536	1
85.9289	ftp	536	1
85.9336	ftp	536	1
85.9383	ftp	536	1
85.943	ftp	536	1
85.9478	ftp	536	1
85.9494	gaming	147	1
85.9541	ftp	536	1
85.9588	ftp	536	1
85.9635	ftp	536	1
85.9682	ftp	536	1
85.969	video	40	1
85.9698	video	50	1
85.9746	ftp	536	1
85.9793	ftp	536	1
85.9803	video	73	1
85.9821	gaming	172	2
85.9841	video	199	1
85.9888	ftp	536	1
85.9936	ftp	536	1
85.9945	video	58	1
85.9992	ftp	536	1
86.0039	ftp	536	1
86.0047	video	49	1
86.0094	ftp	536	1
86.0142	ftp	536	1
86.0149	video	41	1
86.0158	video	53	1
86.0168	video	70	1
86.0215	ftp	536	1
86.0262	ftp	536	1
86.0309	ftp	536	1
86.0317	video	44	1
86.0333	gaming	148	1
86.0339	voip	15	2
86.0352	gaming	112	2
86.0399	ftp	536	1
86.0446	ftp	536	1
86.0456	video	67	1
86.0465	video	55	1
86.0473	video	44	1
86.048	video	40	1
86.0527	ftp	536	1
86.0575	ftp	536	1
86.0599	video	250	1
86.0623	video	250	1
86.067	ftp	536	1
86.0718	ftp	536	1
86.0723	voip	15	1
86.0733	video	65	1
86.0745	gaming	105	1
86.0761	video	146	1
86.0809	ftp	536	1
86.0856	ftp	536	1
86.0864	video	52	1
86.0881	gaming	154	2
86.0928	ftp	536	1
86.0975	ftp	536	1
86.0983	video	46	1
86.1031	ftp	536	1
86.1078	ftp	536	1
86.1125	ftp	536	1
86.1172	ftp	536	1
86.1219	ftp	536	1
86.1267	ftp	536	1
86.1283	gaming	152	1
86.133	ftp	536	1
86.1377	ftp	536	1
86.1425	ftp	536	1
86.1472	ftp	536	1
86.1519	ftp	536	1
86.1533	gaming	117	2
