Time(s)	TrafficType	Size(Bytes)
4.99283	ftp	536	
4.99358	video	40	
4.99433	voip	40	
4.99508	video	40	
4.99599	video	59	
4.99727	video	106	
4.99895	gaming	156	
4.99975	video	46	
5.00087	video	86	
5.00559	ftp	536	
5.00658	video	70	
5.0113	ftp	536	
5.01205	voip	40	
5.01677	ftp	536	
5.0192	video	250	
5.02104	video	176	
5.02576	ftp	536	
5.03048	ftp	536	
5.0352	ftp	536	
5.03724	video	201	
5.04196	ftp	536	
5.04288	video	61	
5.04364	voip	40	
5.04836	ftp	536	
5.05308	ftp	536	
5.054	video	62	
5.05872	ftp	536	
5.06013	gaming	122	
5.06089	video	41	
5.06561	ftp	536	
5.06641	video	46	
5.07113	ftp	536	
5.07585	ftp	536	
5.07696	video	85	
5.07772	voip	40	
5.08244	ftp	536	
5.08326	video	49	
5.08798	ftp	536	
5.08902	video	76	
5.09374	ftp	536	
5.09472	video	68	
5.09944	ftp	536	
5.10416	ftp	536	
5.10491	voip	40	
5.10963	ftp	536	
5.11091	video	106	
5.11183	video	61	
5.11655	ftp	536	
5.12127	ftp	536	
5.12599	ftp	536	
5.13071	ftp	536	
5.13146	voip	40	
5.13301	gaming	140	
5.13773	ftp	536	
5.14245	ftp	536	
5.14717	ftp	536	
5.15189	ftp	536	
5.15264	voip	40	
5.15736	ftp	536	
5.16208	ftp	536	
5.1668	ftp	536	
5.17152	ftp	536	
5.17228	voip	40	
5.177	ftp	536	
5.18172	ftp	536	
5.18282	gaming	84	
5.18754	ftp	536	
5.19226	ftp	536	
5.19301	voip	40	
5.19446	video	127	
5.19918	ftp	536	
5.2039	ftp	536	
5.20862	ftp	536	
5.21057	video	190	
5.21529	ftp	536	
5.22001	ftp	536	
5.22106	video	77	
5.22181	voip	40	
5.22653	ftp	536	
5.23125	ftp	536	
5.23368	video	250	
5.23468	video	71	
5.23611	video	124	
5.24083	ftp	536	
5.24555	ftp	536	
5.24635	video	46	
5.24767	video	111	
5.24868	gaming	73	
5.2534	ftp	536	
5.25812	ftp	536	
5.25896	video	51	
5.25972	voip	40	
5.26215	video	250	
5.26294	video	45	
5.26766	ftp	536	
5.27238	ftp	536	
5.27332	video	63	
5.27538	video	204	
5.2801	ftp	536	
5.28482	ftp	536	
5.28588	video	79	
5.28688	video	70	
5.28766	video	44	
5.28841	voip	40	
5.2901	video	157	
5.29482	ftp	536	
5.29954	ftp	536	
5.30057	video	75	
5.30142	video	52	
5.30224	video	49	
5.30326	gaming	73	
5.30798	ftp	536	
5.3127	ftp	536	
5.31345	voip	40	
5.31817	ftp	536	
5.32289	ftp	536	
5.32761	ftp	536	
5.33233	ftp	536	
5.33308	voip	40	
5.3378	ftp	536	
5.34252	ftp	536	
5.34724	ftp	536	
5.35196	ftp	536	
5.35668	ftp	536	
5.35744	voip	40	
5.35872	gaming	107	
5.36344	ftp	536	
5.36816	ftp	536	
5.37288	ftp	536	
5.3776	ftp	536	
5.38232	ftp	536	
5.38704	ftp	536	
5.3878	voip	40	
5.39252	ftp	536	
5.39724	ftp	536	
5.39804	video	46	
5.39896	video	61	
5.40368	ftp	536	
5.4084	ftp	536	
5.41312	ftp	536	
5.41555	video	250	
5.41641	video	54	
5.418	gaming	145	
5.41876	voip	40	
5.42348	ftp	536	
5.4282	ftp	536	
5.42983	video	150	
5.43455	ftp	536	
5.43927	ftp	536	
5.44078	video	135	
5.4455	ftp	536	
5.45022	ftp	536	
5.45097	voip	40	
5.45175	video	43	
5.45647	ftp	536	
5.46119	ftp	536	
5.4621	video	60	
5.46295	video	52	
5.46372	video	43	
5.46844	ftp	536	
5.47316	ftp	536	
5.4756	video	250	
5.47636	video	42	
5.47712	voip	40	
5.48184	ftp	536	
5.48656	ftp	536	
5.48814	gaming	144	
5.48934	video	96	
5.49124	video	184	
5.49216	video	60	
5.49688	ftp	536	
5.5016	ftp	536	
5.50303	video	125	
5.50775	ftp	536	
5.51247	ftp	536	
5.51322	voip	40	
5.51398	video	41	
5.5187	ftp	536	
5.52342	ftp	536	
5.52478	video	116	
5.5295	ftp	536	
5.53422	ftp	536	
5.53497	voip	40	
5.53644	video	129	
5.53802	gaming	144	
5.53891	video	57	
5.54363	ftp	536	
5.54835	ftp	536	
5.55307	ftp	536	
5.55779	ftp	536	
5.56251	ftp	536	
5.56326	voip	40	
5.56798	ftp	536	
5.5727	ftp	536	
5.57742	ftp	536	
5.58214	ftp	536	
5.58289	voip	40	
5.58761	ftp	536	
5.59233	ftp	536	
5.59376	gaming	124	
5.59848	ftp	536	
5.6032	ftp	536	
5.60395	voip	40	
5.60867	ftp	536	
5.61339	ftp	536	
5.61811	ftp	536	
5.62283	ftp	536	
5.62755	ftp	536	
5.63227	ftp	536	
5.63699	ftp	536	
5.63774	voip	40	
5.6385	video	41	
5.63975	gaming	102	
5.64447	ftp	536	
5.64919	ftp	536	
5.65005	video	54	
5.65477	ftp	536	
5.65949	ftp	536	
5.66084	video	114	
5.66159	voip	40	
5.66631	ftp	536	
5.67103	ftp	536	
5.67179	video	41	
5.67651	ftp	536	
5.68123	ftp	536	
5.68366	video	250	
5.68838	ftp	536	
5.6931	ftp	536	
5.69405	video	65	
5.6948	voip	40	
5.69724	video	250	
5.70196	ftp	536	
5.70668	ftp	536	
5.70754	video	54	
5.7084	video	54	
5.71312	ftp	536	
5.71784	ftp	536	
5.72256	ftp	536	
5.72427	gaming	159	
5.7267	video	250	
5.72745	voip	40	
5.73217	ftp	536	
5.73689	ftp	536	
5.73838	video	132	
5.7431	ftp	536	
5.74782	ftp	536	
5.74881	video	70	
5.74956	voip	40	
5.75428	ftp	536	
5.759	ftp	536	
5.76128	video	230	
5.76271	video	125	
5.76743	ftp	536	
5.77215	ftp	536	
5.77492	gaming	292	
5.77604	video	86	
5.77696	video	62	
5.78168	ftp	536	
5.7864	ftp	536	
5.78764	video	101	
5.7884	voip	40	
5.78937	video	68	
5.79409	ftp	536	
5.79881	ftp	536	
5.80124	video	250	
5.80277	video	137	
5.80352	voip	40	
5.80824	ftp	536	
5.81296	ftp	536	
5.81768	ftp	536	
5.8224	ftp	536	
5.82412	gaming	160	
5.82884	ftp	536	
5.83356	ftp	536	
5.83828	ftp	536	
5.83903	voip	40	
5.84375	ftp	536	
5.84847	ftp	536	
5.85319	ftp	536	
5.85791	ftp	536	
5.85866	voip	40	
5.86338	ftp	536	
5.8681	ftp	536	
5.87282	ftp	536	
5.87754	ftp	536	
5.87912	gaming	143	
5.88384	ftp	536	
5.88856	ftp	536	
5.88931	voip	40	
5.89403	ftp	536	
5.89875	ftp	536	
5.89954	video	45	
5.90029	video	40	
5.90501	ftp	536	
5.90973	ftp	536	
5.91125	video	136	
5.91222	video	67	
5.91313	video	60	
5.91388	voip	40	
5.9186	ftp	536	
5.92332	ftp	536	
5.92416	video	50	
5.92888	ftp	536	
5.9336	ftp	536	
5.93832	ftp	536	
5.93926	video	64	
5.94016	video	58	
5.94488	ftp	536	
5.9496	ftp	536	
5.9504	video	46	
5.95115	voip	40	
5.95587	ftp	536	
5.96059	ftp	536	
5.96302	video	250	
5.96388	video	54	
5.96514	video	103	
5.96986	ftp	536	
5.97458	ftp	536	
5.97644	video	178	
5.97887	video	250	
5.98166	gaming	295	
5.98241	voip	40	
5.98713	ftp	536	
5.98844	video	109	
5.9896	video	91	
5.99059	video	70	
5.99145	video	54	
5.99257	video	86	
5.995	video	250	
5.99576	voip	40	
6.00048	ftp	536	
6.0052	ftp	536	
6.00992	ftp	536	
6.01464	ftp	536	
6.01936	ftp	536	
6.02408	ftp	536	
6.02483	voip	40	
6.02955	ftp	536	
6.03111	gaming	141	
6.03583	ftp	536	
6.04055	ftp	536	
6.04527	ftp	536	
6.04999	ftp	536	
6.05471	ftp	536	
6.05943	ftp	536	
6.06018	voip	40	
6.0649	ftp	536	
6.06962	ftp	536	
6.07434	ftp	536	
6.07906	ftp	536	
6.08378	ftp	536	
6.08453	voip	40	
6.08925	ftp	536	
6.09397	ftp	536	
6.09585	gaming	181	
6.10057	ftp	536	
6.10529	ftp	536	
6.10616	video	55	
6.10692	voip	40	
6.10845	video	138	
6.11317	ftp	536	
6.11789	ftp	536	
6.11878	video	57	
6.11956	video	43	
6.12428	ftp	536	
6.129	ftp	536	
6.12988	video	56	
6.13104	video	92	
6.1318	voip	40	
6.13652	ftp	536	
6.14124	ftp	536	
6.14596	ftp	536	
6.14732	gaming	116	
6.14811	video	45	
6.14964	video	137	
6.15436	ftp	536	
6.15908	ftp	536	
6.1638	ftp	536	
6.16455	voip	40	
6.16534	video	45	
6.16777	video	250	
6.16865	video	56	
6.17337	ftp	536	
6.17469	video	111	
6.17941	ftp	536	
6.18413	ftp	536	
6.18488	voip	40	
6.18565	video	42	
6.18715	gaming	133	
6.18897	video	174	
6.19008	video	85	
6.19084	voip	40	
6.19212	video	106	
6.19684	ftp	536	
6.19805	video	98	
6.19888	video	49	
6.1998	video	62	
6.202	video	221	
6.20672	ftp	536	
6.21144	ftp	536	
6.21616	ftp	536	
6.21692	voip	40	
6.22164	ftp	536	
6.22636	ftp	536	
6.23108	ftp	536	
6.2358	ftp	536	
6.24052	ftp	536	
6.24524	ftp	536	
6.24996	ftp	536	
6.25071	voip	40	
6.25543	ftp	536	
6.25799	gaming	266	
6.26271	ftp	536	
6.26743	ftp	536	
6.27215	ftp	536	
6.29178	voip	40	
6.31613	voip	40	
6.32724	gaming	154	
6.32849	video	103	
6.33092	video	250	
6.34752	video	250	
6.35772	video	41	
6.35847	voip	40	
6.35922	video	40	
6.36999	video	112	
6.37101	video	74	
6.37316	video	214	
6.37397	video	48	
6.3764	video	250	
6.37852	video	211	
6.37953	video	72	
6.38029	video	41	
6.3811	video	47	
6.38185	voip	40	
6.3826	voip	40	
6.38394	gaming	113	
6.38943	video	42	
6.39186	video	250	
6.39428	video	249	
6.39516	video	55	
6.39599	video	50	
6.39674	voip	40	
6.39793	gaming	95	
6.39899	video	78	
6.43278	voip	40	
6.46185	voip	40	
6.49649	gaming	146	
6.50196	voip	40	
6.53576	voip	40	
6.54596	video	41	
6.54677	video	48	
6.55698	video	42	
6.56778	video	116	
6.56882	video	76	
6.56957	voip	40	
6.57088	gaming	110	
6.58604	video	71	
6.5868	video	41	
6.58764	video	50	
6.58848	video	52	
6.58944	video	65	
6.5902	video	42	
6.59195	video	164	
6.59411	video	216	
6.59486	voip	40	
6.59641	video	140	
6.59749	video	81	
6.59844	video	64	
6.59936	video	61	
6.60179	video	250	
6.60254	voip	40	
6.60329	voip	40	
6.60542	gaming	212	
6.62036	video	44	
6.62173	video	117	
6.62248	voip	40	
6.6508	ftp	34840	
6.6523	gaming	133	
6.65305	voip	40	
6.65777	ftp	536	
6.66249	ftp	536	
6.66721	ftp	536	
6.67193	ftp	536	
6.67665	ftp	536	
6.68137	ftp	536	
6.68609	ftp	536	
6.69081	ftp	536	
6.69553	ftp	536	
6.70025	ftp	536	
6.701	voip	40	
6.70572	ftp	536	
6.71044	ftp	536	
6.712	gaming	141	
6.71672	ftp	536	
6.71748	voip	40	
6.71832	video	52	
6.71998	video	153	
6.7247	ftp	536	
6.72942	ftp	536	
6.73024	video	48	
6.73099	video	40	
6.73571	ftp	536	
6.73646	voip	40	
6.74118	ftp	536	
6.74243	video	102	
6.74324	video	47	
6.74411	video	55	
6.74883	ftp	536	
6.75007	video	101	
6.75479	ftp	536	
6.75561	video	49	
6.75674	video	87	
6.76146	ftp	536	
6.76221	voip	40	
6.76335	video	88	
6.76807	ftp	536	
6.7691	video	75	
6.77122	gaming	211	
6.77594	ftp	536	
6.77837	video	250	
6.77996	video	144	
6.78084	video	57	
6.78556	ftp	536	
6.78632	voip	40	
6.79104	ftp	536	
6.79236	video	111	
6.79341	video	78	
6.79416	video	40	
6.7966	video	250	
6.79746	video	54	
6.79821	voip	40	
6.80293	ftp	536	
6.80765	ftp	536	
6.80907	gaming	123	
6.81379	ftp	536	
6.81851	ftp	536	
6.82323	ftp	536	
6.82795	ftp	536	
6.8287	voip	40	
6.83342	ftp	536	
6.83814	ftp	536	
6.84286	ftp	536	
6.84361	voip	40	
6.84833	ftp	536	
6.85305	ftp	536	
6.85434	gaming	107	
6.85509	voip	40	
6.85981	ftp	536	
6.86453	ftp	536	
6.86546	video	62	
6.87018	ftp	536	
6.87108	video	58	
6.87227	video	95	
6.87699	ftp	536	
6.87774	voip	40	
6.88246	ftp	536	
6.88324	video	43	
6.88796	ftp	536	
6.88888	video	62	
6.8936	ftp	536	
6.89832	ftp	536	
6.90304	ftp	536	
6.90776	ftp	536	
6.90914	video	118	
6.90989	voip	40	
6.91461	ftp	536	
6.91933	ftp	536	
6.92078	video	127	
6.92188	gaming	83	
6.9266	ftp	536	
6.93132	ftp	536	
6.93212	video	47	
6.93684	ftp	536	
6.94156	ftp	536	
6.94232	voip	40	
6.94309	video	43	
6.94781	ftp	536	
6.95253	ftp	536	
6.95434	video	172	
6.95671	video	242	
6.96143	ftp	536	
6.96615	ftp	536	
6.96701	video	54	
6.96776	voip	40	
6.97248	ftp	536	
6.9772	ftp	536	
6.97964	video	250	
6.98207	video	250	
6.98679	ftp	536	
6.99151	ftp	536	
6.99272	gaming	97	
6.9938	video	82	
6.99456	voip	40	
6.99563	video	80	
7.00035	ftp	536	
7.00507	ftp	536	
7.0075	video	250	
7.00828	video	44	
7.00919	video	59	
7.01391	ftp	536	
7.01863	ftp	536	
7.01952	video	57	
7.02027	voip	40	
7.02499	ftp	536	
7.02971	ftp	536	
7.03443	ftp	536	
7.03915	ftp	536	
7.04387	ftp	536	
7.0451	gaming	100	
7.04585	voip	40	
7.05057	ftp	536	
7.05529	ftp	536	
7.06001	ftp	536	
7.06473	ftp	536	
7.06548	voip	40	
7.0702	ftp	536	
7.07492	ftp	536	
7.07964	ftp	536	
7.08436	ftp	536	
7.08601	gaming	152	
7.09073	ftp	536	
7.09545	ftp	536	
7.0962	voip	40	
7.10092	ftp	536	
7.10564	ftp	536	
7.10646	video	48	
7.10771	video	102	
7.11243	ftp	536	
7.11715	ftp	536	
7.11808	video	63	
7.11884	voip	40	
7.12356	ftp	536	
7.12828	ftp	536	
7.12935	video	80	
7.1303	video	65	
7.13273	video	250	
7.13745	ftp	536	
7.14217	ftp	536	
7.14336	video	94	
7.14425	video	58	
7.145	voip	40	
7.14731	gaming	234	
7.15203	ftp	536	
7.15675	ftp	536	
7.16147	ftp	536	
7.16619	ftp	536	
7.1673	video	85	
7.16807	video	42	
7.1693	video	100	
7.17402	ftp	536	
7.17874	ftp	536	
7.18117	video	250	
7.18192	voip	40	
7.18664	ftp	536	
7.19136	ftp	536	
7.19216	video	46	
7.19688	ftp	536	
7.2016	ftp	536	
7.20236	video	40	
7.20322	video	54	
7.20397	voip	40	
7.20492	gaming	65	
7.20964	ftp	536	
7.21436	ftp	536	
7.21533	video	67	
7.21665	video	111	
7.22137	ftp	536	
7.22609	ftp	536	
7.22761	video	136	
7.22836	voip	40	
7.23308	ftp	536	
7.2378	ftp	536	
7.23861	video	47	
7.24333	ftp	536	
7.24805	ftp	536	
7.24884	video	45	
7.2496	voip	40	
7.25432	ftp	536	
7.25904	ftp	536	
7.2615	gaming	254	
7.26622	ftp	536	
7.27094	ftp	536	
7.27566	ftp	536	
7.27641	voip	40	
7.28113	ftp	536	
7.28585	ftp	536	
7.29057	ftp	536	
7.29529	ftp	536	
7.30001	ftp	536	
7.30473	ftp	536	
7.30548	voip	40	
7.3102	ftp	536	
7.31492	ftp	536	
7.31964	ftp	536	
7.32436	ftp	536	
7.32908	ftp	536	
7.3338	ftp	536	
7.33456	voip	40	
7.33558	gaming	74	
7.3403	ftp	536	
7.34502	ftp	536	
7.34604	video	73	
7.35076	ftp	536	
7.35548	ftp	536	
7.35668	video	96	
7.35743	voip	40	
7.35828	video	52	
7.363	ftp	536	
7.36772	ftp	536	
7.36921	video	133	
7.37005	video	51	
7.37477	ftp	536	
7.37949	ftp	536	
7.38028	video	45	
7.3812	video	61	
7.38287	gaming	154	
7.38362	voip	40	
7.38834	ftp	536	
7.39306	ftp	536	
7.39381	video	40	
7.39464	video	49	
7.39549	video	53	
7.40021	ftp	536	
7.40493	ftp	536	
7.4057	video	42	
7.40645	voip	40	
7.41117	ftp	536	
7.41589	ftp	536	
7.42061	ftp	536	
7.42141	video	46	
7.42613	ftp	536	
7.43085	ftp	536	
7.43189	video	76	
7.43328	gaming	120	
7.43459	video	109	
7.43931	ftp	536	
7.44403	ftp	536	
7.44478	voip	40	
7.44572	video	64	
7.45044	ftp	536	
7.45516	ftp	536	
7.45615	video	69	
7.46087	ftp	536	
7.46559	ftp	536	
7.4664	video	47	
7.46715	voip	40	
7.46812	video	67	
7.47284	ftp	536	
7.47756	ftp	536	
7.47999	video	250	
7.48194	video	190	
7.48666	ftp	536	
7.49138	ftp	536	
7.49213	voip	40	
7.49685	ftp	536	
7.50157	ftp	536	
7.50629	ftp	536	
7.51101	ftp	536	
7.51176	voip	40	
7.51648	ftp	536	
7.5212	ftp	536	
7.52277	gaming	142	
7.52749	ftp	536	
7.53221	ftp	536	
7.53693	ftp	536	
7.54165	ftp	536	
7.5424	voip	40	
7.54712	ftp	536	
7.55184	ftp	536	
7.55656	ftp	536	
7.56128	ftp	536	
7.566	ftp	536	
7.57072	ftp	536	
7.57544	ftp	536	
7.5762	voip	40	
7.57746	gaming	104	
7.58218	ftp	536	
7.5869	ftp	536	
7.58775	video	52	
7.5885	video	40	
7.59322	ftp	536	
7.59794	ftp	536	
7.59875	video	47	
7.59999	video	101	
7.60205	video	204	
7.6028	voip	40	
7.60752	ftp	536	
7.61224	ftp	536	
7.6134	video	90	
7.61464	video	102	
7.61708	video	250	
7.6218	ftp	536	
7.62652	ftp	536	
7.62744	video	61	
7.6284	video	66	
7.62936	video	67	
7.63408	ftp	536	
7.6388	ftp	536	
7.63956	voip	40	
7.64045	video	58	
7.64148	video	74	
7.64328	gaming	171	
7.64432	video	77	
7.64904	ftp	536	
7.65376	ftp	536	
7.65488	video	85	
7.65567	video	45	
7.65755	video	181	
7.66227	ftp	536	
7.66699	ftp	536	
7.66774	voip	40	
7.66853	video	45	
7.67325	ftp	536	
7.67797	ftp	536	
7.67946	video	132	
7.68022	video	41	
7.68494	ftp	536	
7.68966	ftp	536	
7.69041	voip	40	
7.69513	ftp	536	
7.69985	ftp	536	
7.70457	ftp	536	
7.70929	ftp	536	
7.71004	voip	40	
7.71476	ftp	536	
7.71948	ftp	536	
7.72124	gaming	166	
7.72596	ftp	536	
7.73068	ftp	536	
7.7354	ftp	536	
7.74012	ftp	536	
7.74088	voip	40	
7.7456	ftp	536	
7.75032	ftp	536	
7.75504	ftp	536	
7.75976	ftp	536	
7.76051	voip	40	
7.76523	ftp	536	
7.76995	ftp	536	
7.77132	gaming	117	
7.7726	video	106	
7.77732	ftp	536	
7.78204	ftp	536	
7.78279	voip	40	
7.78751	ftp	536	
7.79223	ftp	536	
7.79695	ftp	536	
7.7977	video	40	
7.79865	video	65	
7.80337	ftp	536	
7.80809	ftp	536	
7.80896	video	55	
7.81368	ftp	536	
7.8184	ftp	536	
7.81928	video	56	
7.82004	voip	40	
7.82476	ftp	536	
7.82948	ftp	536	
7.83028	video	47	
7.8312	video	61	
7.83288	gaming	155	
7.8376	ftp	536	
7.84232	ftp	536	
7.8445	video	219	
7.8455	video	71	
7.84625	video	40	
7.85097	ftp	536	
7.85569	ftp	536	
7.85644	voip	40	
7.85817	video	162	
7.85902	video	52	
7.86016	video	89	
7.86488	ftp	536	
7.8696	ftp	536	
7.87036	video	40	
7.8713	video	64	
7.87373	video	250	
7.87845	ftp	536	
7.88317	ftp	536	
7.88396	video	44	
7.88474	video	44	
7.88549	voip	40	
7.88625	video	41	
7.88796	video	160	
7.89268	ftp	536	
7.8974	ftp	536	
7.89936	gaming	191	
7.90408	ftp	536	
7.9088	ftp	536	
7.90956	voip	40	
7.91428	ftp	536	
7.919	ftp	536	
7.92372	ftp	536	
7.92844	ftp	536	
7.92919	voip	40	
7.93391	ftp	536	
7.93863	ftp	536	
7.94335	ftp	536	
7.94807	ftp	536	
7.94949	gaming	124	
7.95024	voip	40	
7.95496	ftp	536	
7.95968	ftp	536	
7.9644	ftp	536	
7.96912	ftp	536	
7.96988	voip	40	
7.9746	ftp	536	
7.97932	ftp	536	
7.98404	ftp	536	
7.98524	video	96	
7.98617	video	63	
7.99089	ftp	536	
7.99561	ftp	536	
7.99798	video	242	
7.99896	video	68	
8.00368	ftp	536	
8.0084	ftp	536	
8.01083	video	250	
8.01158	voip	40	
8.01233	video	40	
8.01705	ftp	536	
8.02177	ftp	536	
8.02257	video	46	
8.0243	gaming	162	
8.02566	video	116	
8.02662	video	66	
8.03134	ftp	536	
8.03606	ftp	536	
8.03727	video	97	
8.04199	ftp	536	
8.04671	ftp	536	
8.04753	video	49	
8.04828	voip	40	
8.04917	video	57	
8.05389	ftp	536	
8.05861	ftp	536	
8.05957	video	66	
8.0608	video	100	
8.06324	video	250	
8.06796	ftp	536	
8.07268	ftp	536	
8.07344	video	41	
8.0742	video	42	
8.07496	voip	40	
8.07739	video	250	
8.08211	ftp	536	
8.08683	ftp	536	
8.08814	gaming	110	
8.09286	ftp	536	
8.09758	ftp	536	
8.09855	video	67	
8.10327	ftp	536	
8.10799	ftp	536	
8.10874	voip	40	
8.11117	video	250	
8.11589	ftp	536	
8.12061	ftp	536	
8.12533	ftp	536	
8.13005	ftp	536	
8.1308	voip	40	
8.13185	gaming	77	
8.13657	ftp	536	
8.14129	ftp	536	
8.14601	ftp	536	
8.15073	ftp	536	
8.15148	voip	40	
8.1562	ftp	536	
8.16092	ftp	536	
8.16564	ftp	536	
8.17036	ftp	536	
8.17112	voip	40	
8.17283	gaming	160	
8.17755	ftp	536	
8.18227	ftp	536	
8.18699	ftp	536	
8.19171	ftp	536	
8.19249	video	44	
8.19328	video	45	
8.19404	voip	40	
8.19484	video	46	
8.19956	ftp	536	
8.20428	ftp	536	
8.20594	video	154	
8.2068	video	53	
8.21152	ftp	536	
8.21624	ftp	536	
8.21711	video	55	
8.22183	ftp	536	
8.22655	ftp	536	
8.2273	voip	40	
8.22948	video	219	
8.23192	video	250	
8.23664	ftp	536	
8.24136	ftp	536	
8.24228	video	62	
8.24359	gaming	109	
8.24831	ftp	536	
8.25303	ftp	536	
8.25393	video	59	
8.25468	voip	40	
8.2558	video	86	
8.26052	ftp	536	
8.26524	ftp	536	
8.26768	video	250	
8.2724	ftp	536	
8.27712	ftp	536	
8.28184	ftp	536	
8.28304	video	97	
8.28776	ftp	536	
8.29248	ftp	536	
8.29492	video	250	
8.29567	voip	40	
8.29663	video	66	
8.2975	video	55	
8.29848	video	68	
8.3032	ftp	536	
8.30792	ftp	536	
8.30936	video	126	
8.3102	video	52	
8.31097	video	42	
8.31273	gaming	166	
8.31745	ftp	536	
8.32217	ftp	536	
8.32292	voip	40	
8.32764	ftp	536	
8.33236	ftp	536	
8.33708	ftp	536	
8.3418	ftp	536	
8.34256	voip	40	
8.34728	ftp	536	
8.352	ftp	536	
8.35672	ftp	536	
8.36144	ftp	536	
8.36219	voip	40	
8.36691	ftp	536	
8.37163	ftp	536	
8.37272	gaming	82	
8.37744	ftp	536	
8.38216	ftp	536	
8.38291	voip	40	
8.38763	ftp	536	
8.39235	ftp	536	
8.3931	video	40	
8.39782	ftp	536	
8.40254	ftp	536	
8.40497	video	250	
8.40572	voip	40	
8.40674	video	73	
8.41146	ftp	536	
8.41618	ftp	536	
8.41736	video	93	
8.42208	ftp	536	
8.4268	ftp	536	
8.42762	video	49	
8.43234	ftp	536	
8.43706	ftp	536	
8.43812	gaming	79	
8.43972	video	145	
8.44047	voip	40	
8.44519	ftp	536	
8.44991	ftp	536	
8.45116	video	103	
8.45588	ftp	536	
8.4606	ftp	536	
8.46168	video	81	
8.46274	video	78	
8.4645	video	166	
8.46525	voip	40	
8.46997	ftp	536	
8.47469	ftp	536	
8.47941	ftp	536	
8.48413	ftp	536	
8.48525	video	86	
8.48604	video	44	
8.49076	ftp	536	
8.49548	ftp	536	
8.49636	video	57	
8.49712	voip	40	
8.49879	video	155	
8.49986	video	80	
8.50147	gaming	147	
8.50619	ftp	536	
8.51091	ftp	536	
8.51257	video	154	
8.51729	ftp	536	
8.52201	ftp	536	
8.52276	voip	40	
8.5236	video	51	
8.52832	ftp	536	
8.53304	ftp	536	
8.53387	video	49	
8.53859	ftp	536	
8.54331	ftp	536	
8.54428	video	67	
8.54503	voip	40	
8.5458	video	43	
8.55052	ftp	536	
8.55524	ftp	536	
8.55716	gaming	185	
8.56188	ftp	536	
8.5666	ftp	536	
8.56735	voip	40	
8.57207	ftp	536	
8.57679	ftp	536	
8.58151	ftp	536	
8.58623	ftp	536	
8.59095	ftp	536	
8.5917	voip	40	
8.59642	ftp	536	
8.60114	ftp	536	
8.60586	ftp	536	
8.61058	ftp	536	
8.61212	gaming	139	
8.61684	ftp	536	
8.62156	ftp	536	
8.62232	voip	40	
8.62704	ftp	536	
8.63176	ftp	536	
8.63648	ftp	536	
8.6412	ftp	536	
8.6422	video	72	
8.64296	voip	40	
8.64768	ftp	536	
8.6524	ftp	536	
8.65343	video	75	
8.6542	video	42	
8.65892	ftp	536	
8.66364	ftp	536	
8.66442	video	44	
8.66914	ftp	536	
8.67386	ftp	536	
8.67501	video	90	
8.67576	voip	40	
8.68048	ftp	536	
8.6852	ftp	536	
8.68685	video	152	
8.68848	video	150	
8.69092	video	250	
8.69564	ftp	536	
8.70036	ftp	536	
8.70166	gaming	109	
8.70241	voip	40	
8.7034	video	70	
8.70417	video	42	
8.70889	ftp	536	
8.71361	ftp	536	
8.71452	video	60	
8.7154	video	55	
8.72012	ftp	536	
8.72484	ftp	536	
8.72565	video	48	
8.7266	video	64	
8.72758	video	69	
8.7323	ftp	536	
8.73702	ftp	536	
8.73782	video	46	
8.73857	voip	40	
8.73934	video	42	
8.74078	video	126	
8.74153	video	40	
8.74625	ftp	536	
8.75097	ftp	536	
8.75196	video	69	
8.75342	gaming	129	
8.75814	ftp	536	
8.76286	ftp	536	
8.76361	voip	40	
8.76833	ftp	536	
8.77305	ftp	536	
8.77777	ftp	536	
8.78249	ftp	536	
8.78324	voip	40	
8.78796	ftp	536	
8.79268	ftp	536	
8.79393	gaming	102	
8.79865	ftp	536	
8.80337	ftp	536	
8.80412	voip	40	
8.80884	ftp	536	
8.81356	ftp	536	
8.81828	ftp	536	
8.823	ftp	536	
8.82772	ftp	536	
8.83244	ftp	536	
8.8332	voip	40	
8.83465	video	128	
8.83708	video	250	
8.8418	ftp	536	
8.84652	ftp	536	
8.84805	gaming	137	
8.84911	video	78	
8.85032	video	98	
8.85504	ftp	536	
8.85976	ftp	536	
8.86089	video	87	
8.86164	voip	40	
8.86247	video	49	
8.86348	video	73	
8.8682	ftp	536	
8.87292	ftp	536	
8.87388	video	65	
8.8786	ftp	536	
8.88332	ftp	536	
8.88445	video	88	
8.88631	video	178	
8.88706	voip	40	
8.89178	ftp	536	
8.8965	ftp	536	
8.89725	video	40	
8.89968	video	250	
8.9044	ftp	536	
8.90912	ftp	536	
8.91021	gaming	82	
8.9118	video	144	
8.91652	ftp	536	
8.92124	ftp	536	
8.92291	video	155	
8.92366	voip	40	
8.92468	video	74	
8.92712	video	250	
8.92816	video	76	
8.93288	ftp	536	
8.9376	ftp	536	
8.94232	ftp	536	
8.94307	voip	40	
8.94424	video	93	
8.94896	ftp	536	
8.95368	ftp	536	
8.9584	ftp	536	
8.96075	gaming	239	
8.9618	video	78	
8.96312	video	111	
8.96784	ftp	536	
8.97256	ftp	536	
8.97332	voip	40	
8.97804	ftp	536	
8.98276	ftp	536	
8.98748	ftp	536	
8.9922	ftp	536	
8.99692	ftp	536	
9.00164	ftp	536	
9.00239	voip	40	
