Time(s)	TrafficType	Size(Bytes)
67.4823	video	62	
67.4838	gaming	127	
67.4864	video	164	
67.495	video	47	
67.5023	video	43	
67.5085	video	52	
67.5139	video	250	
67.516	video	41	
67.5198	video	191	
67.526	video	143	
67.5311	video	192	
67.5326	video	57	
67.5452	video	70	
67.5558	gaming	195	
67.578	voip	15	
67.6151	gaming	107	
67.6467	video	250	
67.6563	video	86	
67.661	video	68	
67.6651	video	130	
67.669	gaming	95	
67.6725	video	53	
67.6765	video	57	
67.6789	video	43	
67.6917	video	70	
67.6964	video	42	
67.7009	video	55	
67.7034	video	42	
67.7086	video	173	
67.7163	gaming	121	
67.7189	video	90	
67.7315	video	98	
67.7361	video	173	
67.738	voip	15	
67.7492	video	250	
67.7509	video	66	
67.7562	video	223	
67.7577	video	62	
67.7703	video	73	
67.7756	gaming	169	
67.8266	gaming	163	
67.8701	video	52	
67.8739	video	73	
67.8767	gaming	174	
67.879	video	57	
67.8896	video	109	
67.898	voip	15	
67.9019	video	81	
67.9086	video	55	
67.9212	video	66	
67.9336	video	55	
67.9411	video	101	
67.9438	gaming	186	
67.9548	video	250	
67.9613	video	134	
67.9651	video	205	
67.9666	video	65	
67.9702	video	99	
67.9755	video	66	
67.9835	video	55	
67.9909	video	132	
67.992	gaming	89	
67.9942	video	126	
67.9996	video	42	
68.007	video	42	
68.058	voip	15	
68.0799	gaming	197	
68.1076	video	116	
68.1102	video	90	
68.1138	video	40	
68.1196	video	48	
68.1228	video	72	
68.1294	video	250	
68.1331	gaming	103	
68.1362	video	45	
68.1451	video	54	
68.1581	video	142	
68.1604	video	84	
68.1649	video	209	
68.1688	video	69	
68.1739	video	123	
68.1764	video	116	
68.1792	video	72	
68.182	video	43	
68.1912	gaming	116	
68.1954	video	151	
68.1975	video	52	
68.21	video	47	
68.2129	video	65	
68.218	voip	15	
68.242	gaming	95	
68.2965	gaming	149	
68.313	video	86	
68.3165	video	73	
68.3221	video	250	
68.3288	video	72	
68.3414	video	84	
68.3437	video	55	
68.3474	gaming	136	
68.3498	video	250	
68.3506	video	42	
68.3535	video	63	
68.366	video	60	
68.3719	video	70	
68.3771	video	84	
68.378	voip	15	
68.3865	video	126	
68.3902	video	42	
68.4009	gaming	71	
68.4028	video	56	
68.406	video	43	
68.419	video	250	
68.4218	video	91	
68.4342	video	75	
68.4367	video	67	
68.4674	gaming	136	
68.5205	gaming	156	
68.5365	video	41	
68.538	voip	15	
68.549	video	47	
68.5522	video	42	
68.5583	video	95	
68.5648	video	41	
68.5676	video	57	
68.5775	video	58	
68.5791	gaming	100	
68.5819	video	214	
68.5838	video	47	
68.5867	video	71	
68.5901	video	69	
68.5932	video	42	
68.5982	video	67	
68.6019	video	59	
68.6158	video	234	
68.627	video	60	
68.6307	video	57	
68.6344	video	84	
68.6374	video	59	
68.6459	gaming	79	
68.6497	video	42	
68.698	voip	15	
68.7044	gaming	138	
68.7498	video	50	
68.7581	video	75	
68.7638	gaming	186	
68.7647	video	56	
68.7761	video	77	
68.7822	video	250	
68.7932	video	67	
68.7971	video	41	
68.8089	video	98	
68.8143	gaming	121	
68.8164	video	96	
68.8211	video	63	
68.8243	video	47	
68.8369	video	61	
68.8432	video	142	
68.8478	video	60	
68.8529	video	195	
68.8559	video	44	
68.858	voip	15	
68.8604	video	205	
68.8643	video	45	
68.8702	gaming	111	
68.871	video	47	
68.8737	video	46	
68.9222	gaming	113	
68.9748	gaming	193	
68.9756	video	44	
68.9789	video	178	
68.9864	video	250	
68.9949	video	93	
68.9989	video	41	
69.0051	video	62	
69.0178	video	88	
69.0183	voip	15	
69.021	video	88	
69.0295	gaming	155	
69.0334	video	76	
69.0364	video	122	
69.0392	video	140	
69.0427	video	125	
69.0453	video	51	
69.05	video	102	
69.0634	video	215	
69.0667	video	175	
69.0697	video	65	
69.0766	video	56	
69.0811	video	250	
69.0831	gaming	198	
69.0922	video	70	
69.1396	gaming	167	
69.178	voip	15	
69.1921	video	55	
69.2022	video	250	
69.2039	video	87	
69.2066	video	98	
69.2099	video	43	
69.2192	video	80	
69.23	gaming	86	
69.2316	video	69	
69.2385	video	57	
69.2439	video	49	
69.2565	video	57	
69.2689	video	43	
69.2731	video	44	
69.2803	video	45	
69.2861	video	174	
69.2981	video	106	
69.2995	gaming	122	
69.306	video	71	
69.3149	video	239	
69.3174	video	237	
69.3284	video	49	
69.338	voip	15	
69.3416	video	131	
69.3548	gaming	311	
69.4249	gaming	75	
69.4425	video	250	
69.4509	video	142	
69.4548	video	46	
69.4594	video	194	
69.4673	video	52	
69.4731	video	53	
69.4784	video	249	
69.4804	video	49	
69.483	gaming	216	
69.4843	video	110	
69.496	video	65	
69.498	voip	15	
69.5001	video	110	
69.5124	video	74	
69.5226	video	250	
69.5335	video	44	
69.5375	video	58	
69.5515	video	250	
69.5531	gaming	140	
69.5562	video	250	
69.5579	video	43	
69.5666	video	93	
69.5701	video	57	
69.6156	gaming	164	
69.658	voip	15	
69.6705	video	107	
69.6718	gaming	115	
69.6768	video	110	
69.6845	video	62	
69.6884	video	83	
69.6935	video	250	
69.6952	video	44	
69.7015	video	61	
69.7059	video	250	
69.712	video	48	
69.717	video	143	
69.7216	video	46	
69.7246	video	42	
69.7342	video	250	
69.7359	gaming	79	
69.7452	video	59	
69.749	video	63	
69.7577	video	250	
69.7637	video	164	
69.7657	video	76	
69.7691	video	67	
69.7738	video	72	
69.7961	gaming	100	
69.818	voip	15	
69.8453	gaming	132	
69.8737	video	66	
69.8867	video	120	
69.8974	video	48	
69.8999	gaming	197	
69.9012	video	58	
69.9085	video	82	
69.9116	video	53	
69.9148	video	90	
69.9195	video	48	
69.9321	video	64	
69.9346	video	40	
69.9415	video	45	
69.9472	video	41	
69.9526	gaming	167	
69.9537	video	76	
69.9647	video	50	
69.9709	video	233	
69.9725	video	70	
69.978	voip	15	
69.9815	video	106	
69.992	video	67	
69.9969	video	58	
70.0017	video	250	
70.012	gaming	94	
70.0662	gaming	118	
70.1001	video	51	
70.1031	video	82	
70.1063	video	103	
70.1188	video	98	
70.1223	video	100	
70.1269	video	105	
70.1306	video	97	
70.138	voip	15	
70.1432	video	110	
70.1447	gaming	143	
70.1559	video	135	
70.1636	video	250	
70.1663	video	194	
70.1731	video	42	
70.186	video	93	
70.1982	video	61	
70.2004	gaming	218	
70.2108	video	73	
70.217	video	53	
70.2214	video	250	
70.2282	video	80	
70.2343	video	170	
70.236	video	46	
70.255	gaming	94	
70.298	voip	15	
70.3034	gaming	136	
70.3361	video	59	
70.3459	video	43	
70.3486	video	41	
70.3526	video	40	
70.3556	gaming	160	
70.3565	video	60	
70.3681	video	192	
70.3793	video	250	
70.3836	video	74	
70.3962	video	83	
70.4077	gaming	173	
70.4087	video	71	
70.413	video	47	
70.4168	video	56	
70.4202	video	130	
70.4228	video	62	
70.4276	video	237	
70.4389	video	82	
70.4443	video	92	
70.4514	video	44	
70.4547	video	42	
70.4575	video	52	
70.4581	voip	15	
70.4724	gaming	260	
70.5261	gaming	233	
70.5588	video	211	
70.5702	video	79	
70.5732	gaming	110	
70.5741	video	60	
70.5816	video	43	
70.5866	video	43	
70.5893	video	55	
70.5983	video	180	
70.6012	video	51	
70.6044	video	126	
70.6173	video	180	
70.618	voip	15	
70.6189	video	41	
70.6236	video	40	
70.6262	video	43	
70.6305	video	43	
70.6327	gaming	177	
70.6358	video	250	
70.6383	video	182	
70.6409	video	176	
70.6445	video	49	
70.6523	video	131	
70.6551	video	87	
70.6881	gaming	105	
70.7421	gaming	227	
70.7564	video	250	
70.7587	video	66	
70.763	video	53	
70.7675	video	208	
70.7723	video	78	
70.778	voip	15	
70.7847	video	64	
70.7897	video	51	
70.7933	gaming	128	
70.7955	video	43	
70.808	video	45	
70.8108	video	74	
70.8145	video	91	
70.8189	video	250	
70.8242	video	45	
70.831	video	42	
70.8409	video	169	
70.8465	video	61	
70.8496	video	78	
70.852	gaming	220	
70.8532	video	46	
70.8666	video	149	
70.8706	video	56	
70.9007	gaming	53	
70.938	voip	15	
70.9669	gaming	203	
70.9707	video	70	
70.98	video	51	
70.9926	video	68	
70.9981	video	250	
71.0044	video	45	
71.0186	video	250	
71.0231	video	47	
71.0259	video	43	
71.0322	gaming	120	
71.0401	video	250	
71.0412	video	46	
71.0446	video	45	
71.0498	video	50	
71.0551	video	176	
71.0594	video	62	
71.0699	video	250	
71.073	video	140	
71.0763	video	43	
71.0846	video	45	
71.0885	gaming	156	
71.0972	video	52	
71.0982	voip	40	
71.1009	video	40	
71.1244	voip	40	
71.1431	gaming	108	
71.1507	voip	40	
71.1769	voip	40	
71.2013	video	89	
71.2031	voip	40	
71.2114	gaming	139	
71.2134	video	40	
71.2163	video	40	
71.2193	video	46	
71.2294	voip	40	
71.2316	video	104	
71.2349	video	64	
71.2413	video	46	
71.2486	video	126	
71.2508	video	43	
71.2541	video	48	
71.2556	voip	40	
71.2678	gaming	319	
71.2692	video	115	
71.2759	video	41	
71.279	video	40	
71.2818	voip	40	
71.2831	video	100	
71.2941	video	146	
71.2973	video	49	
71.3002	video	44	
71.3033	video	51	
71.3083	video	108	
71.3091	voip	40	
71.3107	video	69	
71.3124	gaming	138	
71.3343	voip	40	
71.3605	voip	40	
71.3778	gaming	184	
71.3865	voip	15	
71.4107	video	61	
71.4149	video	84	
71.42	video	62	
71.4275	video	47	
71.4334	gaming	145	
71.4411	video	177	
71.4485	video	43	
71.4528	video	65	
71.4659	video	142	
71.4726	video	57	
71.4793	video	46	
71.4829	video	59	
71.4873	video	103	
71.4998	video	95	
71.5091	video	250	
71.5104	gaming	110	
71.5117	video	70	
71.5191	video	162	
71.5208	video	54	
71.5248	video	209	
71.5295	video	102	
71.5332	video	250	
71.5465	voip	15	
71.5611	gaming	100	
71.6222	gaming	117	
71.6332	video	250	
71.6359	video	250	
71.6375	video	40	
71.6422	video	180	
71.644	video	49	
71.6571	video	128	
71.6636	video	69	
71.6689	video	40	
71.677	video	190	
71.6785	video	42	
71.6818	gaming	67	
71.6926	video	250	
71.6952	video	55	
71.7017	video	250	
71.7029	video	63	
71.7065	voip	15	
71.711	video	250	
71.7195	video	72	
71.7224	video	112	
71.7267	video	42	
71.7296	video	61	
71.734	video	107	
71.7394	gaming	142	
71.7906	gaming	168	
71.8335	video	45	
71.846	video	53	
71.849	gaming	87	
71.851	video	193	
71.8525	video	78	
71.8586	video	130	
71.8609	video	51	
71.8665	voip	15	
71.8675	video	63	
71.8705	video	41	
71.878	video	72	
71.8804	video	49	
71.8842	video	185	
71.8867	video	41	
71.8909	video	217	
71.8928	video	99	
71.8968	video	121	
71.9066	video	86	
71.9114	gaming	144	
71.919	video	76	
71.9246	video	157	
71.9276	video	209	
71.9331	video	59	
71.9601	gaming	101	
72.0265	voip	15	
72.0328	gaming	190	
72.034	video	90	
72.0359	video	76	
72.0392	video	40	
72.052	video	81	
72.0566	video	160	
72.0597	video	47	
72.0722	video	50	
72.0784	video	55	
72.0826	gaming	167	
72.0873	video	79	
72.1	video	116	
72.1101	video	87	
72.1223	video	40	
72.1253	video	96	
72.1302	video	55	
72.132	gaming	167	
72.1352	video	90	
72.1384	video	55	
72.1461	video	46	
72.1547	video	250	
72.1657	video	72	
72.1683	video	52	
72.1865	voip	15	
72.2007	gaming	175	
72.2595	gaming	149	
72.2684	video	63	
72.273	video	250	
72.2756	video	43	
72.2785	video	59	
72.2826	video	211	
72.2939	video	58	
72.302	video	48	
72.3119	video	250	
72.3164	video	47	
72.322	video	250	
72.3249	gaming	201	
72.3314	video	177	
72.3384	video	58	
72.3465	voip	15	
72.349	video	250	
72.3524	video	100	
72.3621	video	51	
72.3666	video	67	
72.3706	video	92	
72.3727	gaming	181	
72.3828	video	57	
72.3876	video	250	
72.3965	video	71	
72.4235	gaming	146	
72.4833	gaming	125	
72.4967	video	103	
72.5065	voip	15	
72.5087	video	43	
72.5139	video	42	
72.5264	video	59	
72.5337	video	69	
72.5371	gaming	108	
72.538	video	48	
72.5446	video	40	
72.5571	video	83	
72.5598	video	58	
72.5724	video	62	
72.5767	video	42	
72.5844	video	108	
72.5876	video	167	
72.5934	video	250	
72.595	gaming	88	
72.5983	video	136	
72.6018	video	250	
72.6091	video	235	
72.6103	video	48	
72.6142	video	43	
72.6185	video	250	
72.6545	gaming	152	
72.6665	voip	15	
72.706	gaming	219	
72.7185	video	250	
72.7295	video	64	
72.7407	video	250	
72.744	video	250	
72.7452	video	72	
72.75	video	84	
72.754	video	42	
72.7583	video	47	
72.7623	gaming	123	
72.7669	video	60	
72.772	video	218	
72.7795	video	128	
72.7828	video	74	
72.787	video	40	
72.7906	video	96	
72.8027	video	46	
72.8067	video	117	
72.8105	video	172	
72.8149	video	87	
72.8246	gaming	170	
72.8265	voip	15	
72.8286	video	207	
72.8398	video	75	
72.8757	gaming	174	
72.9265	gaming	158	
72.9398	video	70	
72.9525	video	103	
72.9569	video	59	
72.9597	video	57	
72.9677	video	46	
72.9714	video	90	
72.9769	video	154	
72.9827	video	170	
72.9852	gaming	109	
72.9865	voip	15	
72.9905	video	104	
72.9962	video	250	
73.0072	video	58	
73.0173	video	102	
73.0294	video	60	
73.0327	video	44	
73.0385	gaming	157	
73.0403	video	160	
73.043	video	112	
73.045	video	40	
73.0575	video	40	
73.061	video	148	
73.0658	video	43	
73.0932	gaming	119	
73.1465	voip	15	
73.1664	video	117	
73.1732	gaming	115	
73.1782	video	245	
73.1881	video	48	
73.1922	video	84	
73.1955	video	144	
73.201	video	48	
73.2046	video	66	
73.2186	video	250	
73.2245	video	117	
73.2265	gaming	156	
73.2365	video	50	
73.2489	video	58	
73.2618	video	111	
73.2693	video	56	
73.2728	video	166	
73.2793	video	94	
73.2805	gaming	97	
73.2842	video	250	
73.2853	video	58	
73.2877	video	44	
73.2981	video	43	
73.3065	voip	15	
73.3123	video	250	
73.3433	gaming	127	
73.3992	gaming	114	
73.4117	video	174	
73.4137	video	69	
73.4175	video	158	
73.4198	video	97	
73.4245	video	108	
73.4281	video	228	
73.4351	video	250	
73.4373	video	51	
73.4489	video	42	
73.4525	video	125	
73.4555	video	44	
73.458	gaming	86	
73.4625	video	250	
73.4659	video	131	
73.4665	voip	15	
73.4678	video	41	
73.4739	video	45	
73.4772	video	59	
73.4896	video	40	
73.494	video	56	
73.4967	video	40	
73.5035	video	96	
73.5195	gaming	147	
73.5764	gaming	139	
73.6032	video	52	
73.607	video	146	
73.6088	video	46	
73.6175	video	107	
73.6215	video	77	
73.6247	video	83	
73.6282	gaming	235	
73.6287	voip	15	
73.6331	video	118	
73.645	video	40	
73.6576	video	44	
73.6608	video	46	
73.6665	video	68	
73.669	video	59	
73.6736	video	61	
73.6821	video	134	
73.6941	video	61	
73.6974	gaming	139	
73.7064	video	46	
73.7095	video	100	
73.7145	video	250	
73.7254	video	54	
73.7292	video	47	
73.7536	gaming	166	
73.7865	voip	15	
73.8105	gaming	149	
73.8293	video	62	
73.8376	video	250	
73.8431	video	55	
73.8488	video	82	
73.861	video	49	
73.8623	gaming	107	
73.864	video	48	
73.8719	video	43	
73.875	video	43	
73.8858	video	51	
73.8892	video	47	
73.892	video	68	
73.8962	video	128	
73.8992	video	89	
73.9058	video	110	
73.9086	video	53	
73.9154	gaming	140	
73.9173	video	86	
73.921	video	49	
73.9252	video	48	
73.9289	video	43	
73.932	video	60	
73.9465	voip	15	
73.9744	gaming	134	
74.0262	gaming	111	
74.0319	video	51	
74.0413	video	250	
74.0522	video	47	
74.0553	video	79	
74.0665	video	61	
74.0727	video	250	
74.0741	gaming	122	
74.0819	video	48	
74.088	video	46	
74.0999	video	63	
74.1036	video	51	
74.1065	voip	15	
74.109	video	103	
74.1194	video	250	
74.121	video	124	
74.1329	video	56	
74.1391	video	55	
74.1406	gaming	127	
74.1473	video	40	
74.1504	video	65	
74.1541	video	81	
74.1566	video	55	
74.1706	video	250	
74.1966	gaming	160	
74.2548	gaming	193	
74.2665	voip	15	
74.269	video	49	
74.2723	video	65	
74.2779	video	239	
74.2804	video	214	
74.2839	video	250	
74.2874	video	53	
74.2908	video	45	
74.2976	video	54	
74.3004	video	73	
74.3042	gaming	118	
74.3081	video	250	
74.3097	video	54	
74.3133	video	85	
74.3254	video	42	
74.3313	video	57	
74.335	video	103	
74.3385	video	48	
74.3478	video	250	
74.3487	video	42	
74.3525	video	41	
74.3578	gaming	192	
74.3636	video	68	
74.4162	gaming	120	
74.4265	voip	15	
74.4643	video	159	
74.4685	video	69	
74.4697	gaming	100	
74.4757	video	52	
74.4786	video	40	
74.4824	video	46	
74.4876	video	183	
74.4907	video	103	
74.5028	video	55	
74.5071	video	66	
74.5164	video	48	
74.5179	gaming	141	
74.5192	video	56	
74.5232	video	45	
74.5357	video	51	
74.5481	video	40	
74.5513	video	67	
74.5556	video	116	
74.5675	video	42	
74.5707	video	47	
74.5842	video	180	
74.5867	gaming	179	
74.5891	video	250	
74.5897	voip	15	
74.6401	gaming	103	
74.6864	video	50	
74.6943	gaming	128	
74.6989	video	47	
74.7028	video	108	
74.7092	video	77	
74.7121	video	46	
74.7247	video	66	
74.7273	video	50	
74.7307	video	44	
74.7341	video	119	
74.7362	video	46	
74.7465	gaming	149	
74.747	voip	15	
74.7494	video	161	
74.7556	video	250	
74.7612	video	250	
74.7721	video	49	
74.7753	video	40	
74.7784	video	51	
74.7908	video	42	
74.7991	gaming	222	
74.8037	video	81	
74.8064	video	67	
74.8193	video	245	
74.8626	gaming	167	
74.9065	voip	15	
74.9178	video	58	
74.9201	gaming	100	
74.9233	video	127	
74.9301	video	42	
74.9355	video	72	
74.9395	video	63	
74.9425	video	78	
74.9459	video	52	
74.9485	video	57	
74.9512	video	46	
74.9652	video	232	
74.9675	video	155	
74.9695	video	87	
74.9714	gaming	137	
74.9821	video	106	
74.9877	video	208	
74.9942	video	59	
75.0066	video	55	
75.0095	video	40	
75.0143	video	41	
75.018	video	106	
75.0254	video	250	
75.0417	gaming	178	
75.0665	voip	15	
75.0989	gaming	80	
75.1238	video	43	
75.1379	video	250	
75.1457	video	48	
75.1584	video	80	
75.1632	video	250	
75.1672	gaming	116	
75.1741	video	51	
75.1875	video	250	
75.1902	video	44	
75.196	video	99	
75.1985	video	51	
75.2065	video	91	
75.2119	video	148	
75.213	gaming	80	
75.2154	video	85	
75.2233	video	172	
75.2265	voip	15	
75.23	video	63	
75.2336	video	62	
75.2414	video	76	
75.2442	video	54	
75.2494	video	68	
75.2557	video	92	
75.273	gaming	92	
75.3333	gaming	132	
75.3554	video	59	
75.3593	video	155	
75.3628	video	55	
75.3682	video	174	
75.371	video	165	
75.3759	video	117	
75.3826	video	79	
75.386	video	120	
75.3865	voip	15	
75.3895	video	89	
75.3947	video	156	
75.3996	gaming	169	
75.408	video	250	
75.4188	video	40	
75.4314	video	50	
75.437	video	49	
75.4401	video	45	
75.4465	video	233	
75.4495	video	54	
75.4624	gaming	138	
75.4633	video	60	
75.4662	video	58	
75.4708	video	46	
75.5172	gaming	236	
75.5465	voip	15	
75.5725	video	250	
75.5734	video	48	
75.581	gaming	93	
75.5868	video	162	
75.5984	video	44	
75.6106	video	85	
75.6132	video	43	
75.6186	video	133	
75.6206	video	61	
75.6276	video	41	
75.6293	gaming	125	
75.6314	video	75	
75.6342	video	101	
75.6409	video	43	
75.6535	video	57	
75.6675	video	250	
75.6708	video	175	
75.6759	video	222	
75.6806	video	56	
75.684	video	72	
75.6858	gaming	167	
75.6897	video	250	
75.6915	video	62	
75.7065	voip	15	
75.7337	gaming	171	
75.7854	gaming	136	
75.7913	video	41	
75.8006	video	62	
75.8068	video	73	
75.8116	video	103	
75.8156	video	250	
75.8187	video	250	
75.8295	video	44	
75.8329	video	40	
75.8383	video	44	
75.8437	video	47	
75.8452	gaming	110	
75.8507	video	192	
75.862	video	50	
75.867	video	99	
75.8677	voip	40	
75.8704	video	172	
75.8789	video	82	
75.8832	video	57	
75.8866	video	72	
75.8923	video	47	
75.8931	voip	40	
75.8968	video	157	
75.9	video	67	
75.9062	gaming	111	
75.9192	voip	40	
75.9454	voip	40	
75.9631	gaming	230	
75.9716	voip	40	
75.9979	voip	40	
75.9999	video	51	
76.0024	video	44	
76.0052	video	58	
76.0083	video	67	
76.013	video	47	
76.0159	video	42	
76.0194	gaming	138	
76.0241	voip	40	
76.029	video	108	
76.0335	video	250	
76.0368	video	250	
76.0479	video	76	
76.0503	voip	40	
76.0523	video	53	
76.055	video	46	
76.0612	video	52	
76.0687	video	42	
76.0766	voip	40	
76.0785	gaming	157	
76.0815	video	86	
76.0873	video	239	
76.0931	video	41	
76.1028	voip	40	
76.1057	video	59	
76.1134	video	250	
76.1209	video	40	
76.129	voip	40	
76.1415	gaming	149	
76.1553	voip	40	
76.1815	voip	40	
76.1884	gaming	143	
76.2077	voip	40	
76.2215	video	111	
76.225	video	41	
76.2305	video	95	
76.2341	video	121	
76.2349	voip	40	
76.2398	video	63	
76.247	gaming	94	
76.2538	video	250	
76.2578	video	183	
76.2604	video	70	
76.2612	voip	40	
76.266	video	73	
76.2697	video	46	
76.2722	video	48	
76.2753	video	54	
76.2806	video	43	
76.2864	voip	40	
76.289	video	178	
76.2939	video	105	
76.3036	video	62	
76.3081	gaming	228	
76.309	video	63	
76.3116	video	50	
76.3126	voip	40	
76.3247	video	134	
76.3296	video	50	
76.3389	voip	40	
76.3651	voip	40	
76.3765	gaming	148	
76.3913	voip	40	
76.4176	voip	40	
76.4312	video	250	
76.4331	video	81	
76.4358	gaming	188	
76.4366	video	42	
76.4389	video	82	
76.4438	voip	40	
76.4474	video	90	
76.45	video	55	
76.4545	video	104	
76.4605	video	100	
76.4631	video	79	
76.4657	video	90	
76.468	video	40	
76.47	voip	40	
76.4749	video	41	
76.48	video	41	
76.4827	video	46	
76.4883	video	45	
76.4923	video	126	
76.4954	gaming	141	
76.4962	video	48	
76.497	voip	40	
76.4985	video	65	
76.5041	video	250	
76.5154	video	91	
76.5225	voip	40	
76.5485	voip	15	
76.5581	gaming	96	
76.615	video	41	
76.618	video	58	
76.6234	gaming	136	
76.6305	video	52	
76.6372	video	116	
76.6493	video	75	
76.6632	video	250	
76.6672	video	113	
76.6795	video	84	
76.6836	video	69	
76.6875	video	159	
76.6893	gaming	171	
76.6991	video	48	
76.7037	video	71	
76.7066	video	87	
76.7085	voip	15	
76.714	video	250	
76.7248	video	44	
76.7321	video	57	
76.7356	video	94	
76.7493	video	250	
76.7515	video	85	
76.7545	gaming	150	
76.7568	video	70	
76.8172	gaming	116	
76.8567	video	59	
76.8616	video	99	
76.8642	video	83	
76.8685	voip	15	
76.8712	video	250	
76.8748	gaming	187	
76.8821	video	154	
76.8883	video	54	
76.8933	video	91	
76.8984	video	250	
76.9008	video	183	
76.9129	video	249	
76.9169	video	100	
76.9207	video	155	
76.9223	video	42	
76.934	video	123	
76.9385	video	43	
76.9416	gaming	164	
76.9488	video	190	
76.951	video	86	
76.9535	video	65	
76.9584	video	48	
76.9717	video	139	
76.994	gaming	84	
77.0285	voip	15	
77.0457	gaming	175	
77.0709	video	49	
77.0745	video	61	
77.0772	video	55	
77.0806	video	74	
77.0855	video	149	
77.0972	video	49	
77.1049	video	65	
77.1071	gaming	100	
77.1083	video	40	
77.1213	video	101	
77.1239	video	45	
77.1272	video	75	
77.1398	video	85	
77.1484	video	46	
77.1553	video	41	
77.1585	video	59	
77.1599	gaming	128	
77.1636	video	41	
77.1687	video	250	
77.1709	video	58	
77.181	video	81	
77.1845	video	93	
77.1885	voip	15	
77.2266	gaming	166	
77.2841	video	42	
77.2854	gaming	107	
77.2873	video	57	
77.2947	video	250	
77.2978	video	250	
77.3022	video	65	
77.3129	video	136	
77.3194	video	41	
77.3242	video	48	
77.3341	gaming	97	
77.3365	video	106	
77.3406	video	70	
77.3447	video	139	
77.3485	voip	15	
77.3566	video	73	
77.3611	video	187	
77.3642	video	211	
77.3684	video	142	
77.3726	video	53	
77.3791	video	250	
77.3805	video	61	
77.3841	video	45	
77.3876	video	104	
77.3963	gaming	128	
77.4551	gaming	96	
77.4873	video	71	
77.49	video	42	
77.496	video	53	
77.4998	video	62	
77.5086	video	247	
77.5091	voip	15	
77.5103	gaming	89	
77.5127	video	250	
77.5231	video	78	
77.5355	video	60	
77.5478	video	40	
77.5529	video	49	
77.5609	video	42	
77.5693	gaming	133	
77.5735	video	54	
77.5763	video	45	
77.5809	video	250	
77.5819	video	45	
77.5898	video	250	
77.5943	video	55	
77.6066	video	56	
77.6107	video	84	
77.6159	video	110	
77.6212	gaming	118	
77.6685	voip	15	
77.6773	gaming	125	
77.7155	video	51	
77.7197	video	100	
77.7231	video	45	
77.7257	video	55	
77.7298	video	171	
77.734	gaming	210	
77.7413	video	47	
77.7439	video	48	
77.7466	video	40	
77.7513	video	236	
77.7528	video	109	
77.7655	video	154	
77.7691	video	54	
77.7817	video	68	
77.7863	gaming	122	
77.7895	video	250	
77.8002	video	48	
77.8056	video	70	
77.8099	video	47	
77.8183	video	187	
77.8285	voip	15	
77.83	video	86	
77.8335	video	45	
77.8354	gaming	135	
77.8911	gaming	99	
77.9339	video	92	
77.9374	video	63	
77.9418	video	66	
77.9475	video	64	
77.95	video	43	
77.9529	video	95	
77.9549	gaming	195	
77.9573	video	250	
77.9582	video	49	
77.9608	video	49	
77.9692	video	250	
77.9703	video	54	
77.9731	video	81	
77.9761	video	83	
77.9816	video	178	
77.9839	video	40	
77.9885	voip	15	
77.9969	video	108	
78.0091	video	64	
78.0121	video	62	
78.0204	gaming	143	
78.0239	video	155	
78.0326	video	109	
78.0809	gaming	80	
78.1324	video	87	
78.1389	video	250	
78.1457	ftp	536	
78.1504	ftp	536	
78.1552	ftp	536	
78.1599	ftp	536	
78.1646	ftp	536	
78.1693	ftp	536	
78.174	ftp	536	
78.1788	ftp	536	
78.1835	ftp	536	
78.1882	ftp	536	
78.1929	ftp	536	
78.1976	ftp	536	
78.2024	ftp	536	
78.2071	ftp	536	
78.2118	ftp	536	
78.2165	ftp	536	
78.2212	ftp	536	
78.226	ftp	536	
78.2307	ftp	536	
78.2354	ftp	536	
78.2401	ftp	536	
78.2448	ftp	536	
78.2496	ftp	536	
78.2543	ftp	536	
78.259	ftp	536	
78.2637	ftp	536	
78.2684	ftp	536	
78.2732	ftp	536	
78.2779	ftp	536	
78.2826	ftp	536	
78.2873	ftp	536	
78.292	ftp	536	
78.2968	ftp	536	
78.3015	ftp	536	
78.3062	ftp	536	
78.3109	ftp	536	
78.3156	ftp	536	
78.3204	ftp	536	
78.3251	ftp	536	
78.3265	video	117	
78.3274	gaming	68	
78.328	voip	15	
78.3327	ftp	536	
78.3374	ftp	536	
78.3421	ftp	536	
78.3432	video	73	
78.344	video	52	
78.3448	video	40	
78.3495	ftp	536	
78.3542	ftp	536	
78.3589	ftp	536	
78.3609	video	188	
78.362	video	86	
78.3667	ftp	536	
78.3714	ftp	536	
78.3761	ftp	536	
78.377	video	58	
78.3818	ftp	536	
78.3865	ftp	536	
78.3912	ftp	536	
78.3928	video	150	
78.394	video	88	
78.3987	ftp	536	
78.4034	ftp	536	
78.4081	ftp	536	
78.4091	video	66	
78.4138	ftp	536	
78.4185	ftp	536	
78.4232	ftp	536	
78.4248	gaming	135	
78.4295	ftp	536	
78.4342	ftp	536	
78.4389	ftp	536	
78.4397	video	44	
78.4406	video	53	
78.4453	ftp	536	
78.45	ftp	536	
78.4547	ftp	536	
78.4556	video	62	
78.4581	video	250	
78.4628	ftp	536	
78.4675	ftp	536	
78.4722	ftp	536	
78.4732	video	69	
78.4779	ftp	536	
78.4827	ftp	536	
78.4874	ftp	536	
78.4884	video	69	
78.4894	video	71	
78.4941	ftp	536	
78.4988	ftp	536	
78.5035	ftp	536	
78.5045	video	69	
78.5092	ftp	536	
78.5139	ftp	536	
78.5187	ftp	536	
